bovine_gene	bovine_id	human_gene_id	human_transcript_id	mouse_return_gene	human_half_life	mouse_half_life	human_te	mouse_te	human_RBH	mouse_RBH	confidence_tier
ITPKC	F1MN32	ENSG00000086544	ENST00000263370	ENSMUSG00000003752	-8.5043010669557	-5.92374774036049	-0.316252217098592	0.00127958170743134	TRUE	TRUE	1
TMED2	C3V9V7	ENSG00000086598	ENST00000262225	ENSMUSG00000029390	4.73566882833951	0.421897342840073	1.42941588158974	0.789734120785763	TRUE	TRUE	1
ZFAND6	Q3SZY7	ENSG00000086666	ENST00000261749	ENSMUSG00000030629	0.879985043095088	1.27821065372334	0.889942674051282	0.826894569170178	TRUE	TRUE	1
TXLNG	A0AAA9TAG9	ENSG00000086712	ENST00000380122	ENSMUSG00000053841	-4.25847388293853	-2.48411173404619	0.499521876173333	0.491372870254979	TRUE	TRUE	1
MTMR2	A6QLT2	ENSG00000087053	ENST00000346299	ENSMUSG00000031918	2.81208302265286	1.11447125783417	-0.261931466888889	-0.174807269170833	TRUE	TRUE	1
HSD17B14	Q9MYP6	ENSG00000087076	ENST00000263278	ENSMUSG00000031613	5.80828194355093	-1.81560661562316	0.230462717877551	1.0634660690163	TRUE	TRUE	1
TRIP6	Q3SX26	ENSG00000087077	ENST00000200457	ENSMUSG00000023348	0.449976376473728	-0.438689697980088	0.25702188	0.0401007679664773	TRUE	TRUE	1
ACHE	P23795	ENSG00000087085	ENST00000241069	ENSMUSG00000023328	8.46849987359466	3.09392904529718	-0.00358568795121951	0.177987230974775	TRUE	TRUE	1
FTL	A0AAF6YR53	ENSG00000087086	ENST00000331825	ENSMUSG00000050708	15.8291864611467	3.88693329455665	-0.166687540551282	-0.547817183706762	TRUE	TRUE	1
BAX	O02703	ENSG00000087088	ENST00000345358	ENSMUSG00000003873	4.04421591650265	2.91298814437308	0.763635986128205	0.70883118103281	TRUE	TRUE	1
NLK	H2XJE9	ENSG00000087095	ENST00000407008	ENSMUSG00000017376	-2.83901997535183	-3.79611269489946	-1.40799054627941	-1.1111309860499	TRUE	TRUE	1
PIGS	Q3SZL5	ENSG00000087111	ENST00000308360	ENSMUSG00000041958	5.68370214795808	6.68256257300925	0.272413623766234	0.742962435922554	TRUE	TRUE	1
ADAMTS2	P79331	ENSG00000087116	ENST00000251582	ENSMUSG00000036545	11.4380829039197	5.40794937773174	-0.398915859833333	-0.0415236661990607	TRUE	TRUE	1
ATXN7L3	A0A3Q1MPW8	ENSG00000087152	ENST00000587097	ENSMUSG00000059995	-2.02129375669988	-2.36370179083474	-1.45083736433333	-1.46911756154447	TRUE	TRUE	1
PSMC5	P62194	ENSG00000087191	ENST00000310144	ENSMUSG00000021178	5.41415943120606	2.74122686920841	1.11744135197436	0.97623634599295	TRUE	TRUE	1
UIMC1	G3N0S0	ENSG00000087206	ENST00000511320	ENSMUSG00000025878	-3.41751450123784	-0.606638299445393	-0.39122908192	-0.63883150667139	TRUE	TRUE	1
MMP2	F1MKH8	ENSG00000087245	ENST00000219070	ENSMUSG00000031740	8.02589953760586	4.95099425539806	0.826649027767857	0.94500275493085	TRUE	TRUE	1
LPCAT2	E1B770	ENSG00000087253	ENST00000262134	ENSMUSG00000033192	4.45482009384261	-0.72002692124612	0.730783970088235	0.403779385471771	TRUE	TRUE	1
GNAO1	P08239	ENSG00000087258	ENST00000262493	ENSMUSG00000031748	1.4253099049345	0.199002530154502	0.824208646906977	0.844578409119156	TRUE	TRUE	1
OGFOD1	A0ABI0NUN5	ENSG00000087263	ENST00000566157	ENSMUSG00000033009	0.11291729613091	2.17073722772513	0.604237835384615	0.461529488436448	TRUE	TRUE	1
SH3BP2	A0A3Q1LUF7	ENSG00000087266	ENST00000503393	ENSMUSG00000054520	-1.73250202940951	-7.40871538182029	-0.755136842084507	-0.0675584609343782	TRUE	TRUE	1
ADD1	A0A3Q1N7L7	ENSG00000087274	ENST00000683351	ENSMUSG00000029106	5.46542489468721	5.79653247100783	0.609318258179487	0.639850152152539	TRUE	TRUE	1
L2HGDH	A7MBI3	ENSG00000087299	ENST00000267436	ENSMUSG00000020988	3.29964160221317	1.92049074035683	0.464661830178082	-0.0810451967371468	TRUE	TRUE	1
TXNDC16	A0A3Q1MZF6	ENSG00000087301	ENST00000281741	ENSMUSG00000021830	3.43830671083823	7.1864051298201	0.0351686626811594	-0.0818737368966784	TRUE	TRUE	1
NID2	F1MF97	ENSG00000087303	ENST00000216286	ENSMUSG00000021806	5.61969597212147	5.99173247481303	0.392470616767442	0.833597677209587	TRUE	TRUE	1
GMCL1	F1MJQ9	ENSG00000087338	ENST00000282570	ENSMUSG00000001157	1.67113034027518	3.32804621468019	-0.935542189895522	-0.559177642550558	TRUE	TRUE	1
KLHL42	F1MFH5	ENSG00000087448	ENST00000381271	ENSMUSG00000040102	-2.78316188845499	-4.05581500244404	0.0256300894166667	0.438878173308439	TRUE	TRUE	1
GNAS	P04896	ENSG00000087460	ENST00000371085	ENSMUSG00000027523	12.1234143285494	6.63360059214194	1.51905301441026	0.942253062550154	TRUE	TRUE	1
DNM1L	A0AAA9S717	ENSG00000087470	ENST00000549701	ENSMUSG00000022789	1.6039699935596	0.146159507877522	0.457067005948052	0.731476727395656	TRUE	TRUE	1
ERGIC2	Q0IIJ1	ENSG00000087502	ENST00000360150	ENSMUSG00000030304	1.45686435557886	0.447534796299072	0.0725040792467533	-0.194524800869417	TRUE	TRUE	1
AURKA	A0AAA9SES4	ENSG00000087586	ENST00000395915	ENSMUSG00000028680	-4.39654813018208	-7.11396019267464	0.430032895293333	-0.375670947544266	TRUE	TRUE	1
AAMDC	Q32PA8	ENSG00000087884	ENST00000393427	ENSMUSG00000035642	4.62401124206718	3.36794348590718	0.669080906355263	0.295547025448018	TRUE	TRUE	1
RFX2	A0A3Q1MQZ4	ENSG00000087903	ENST00000303657	ENSMUSG00000024206	-2.52627530452171	1.8709077032447	-0.474445743142857	-0.325969382949679	TRUE	TRUE	1
ALG6	F6QF86	ENSG00000088035	ENST00000263440	ENSMUSG00000073792	2.17807113761587	1.97449037423923	0.445887313306667	0.455581764328567	TRUE	TRUE	1
CNOT3	E1BCS1	ENSG00000088038	ENST00000221232	ENSMUSG00000020166	-0.305403258972006	-4.28880803388407	0.22745087428	0.484877981905151	TRUE	TRUE	1
PTPN4	A0AAA9T4M9	ENSG00000088179	ENST00000263708	ENSMUSG00000026384	-4.2456220827544104	-3.82122688783339	-1.62577541420635	-0.82280090849895	TRUE	TRUE	1
DDX18	F1N533	ENSG00000088205	ENST00000263239	ENSMUSG00000053289	2.13535922132092	-0.00526993054480631	0.712324627519481	0.333721377747744	TRUE	TRUE	1
KHSRP	A0A3Q1NE05	ENSG00000088247	ENST00000600480	ENSMUSG00000007670	4.41947027528119	1.85781726752353	0.767954150115385	1.12050723162657	TRUE	TRUE	1
GNA11	P38409	ENSG00000088256	ENST00000078429	ENSMUSG00000034781	-1.24765220106351	1.76580938239628	0.438965047472973	0.297694731213211	TRUE	TRUE	1
ASAP3	F1N0S1	ENSG00000088280	ENST00000336689	ENSMUSG00000036995	0.692197199738813	0.62381971649733	-0.375665823	-0.15669304685288	TRUE	TRUE	1
EDEM2	F6QVU1	ENSG00000088298	ENST00000374492	ENSMUSG00000030104	3.71007882119029	1.5227698818196	-0.439307307162162	-0.441895318665104	TRUE	TRUE	1
DNMT3B	A0AAA9SII9	ENSG00000088305	ENST00000328111	ENSMUSG00000027478	-0.455760546855941	-1.42150026288552	-0.248163370440678	0.140018353629908	TRUE	TRUE	1
PDRG1	Q148L7	ENSG00000088356	ENST00000202017	ENSMUSG00000027472	-1.59108763587055	0.575357968240214	1.29575541248718	0.985939419824771	TRUE	TRUE	1
EPB41L1	A0A3Q1MGI4	ENSG00000088367	ENST00000338074	ENSMUSG00000027624	2.39005748117648	2.1168021097412	-0.472213989634921	-0.0995365337301963	TRUE	TRUE	1
DOCK9	F1MQ43	ENSG00000088387	ENST00000682017	ENSMUSG00000025558	-2.19176574322376	2.07491998289482	-0.709161980378788	-0.448791570776393	TRUE	TRUE	1
ANKRD10	G3MYC0	ENSG00000088448	ENST00000267339	ENSMUSG00000031508	1.69970998072532	-2.54306199415556	-0.224806380157895	-0.0278402236556572	TRUE	TRUE	1
COQ9	Q2NL34	ENSG00000088682	ENST00000262507	ENSMUSG00000031782	0.697274195617515	0.287683833709086	0.342466259376623	0.425156745286435	TRUE	TRUE	1
KIF9	A0A3Q1N158	ENSG00000088727	ENST00000684063	ENSMUSG00000020668	2.23519114193504	-2.81807105419687	-0.314624063083333	-0.54791066563408	TRUE	TRUE	1
ARHGAP28	A0AAA9TXB9	ENSG00000088756	ENST00000383472	ENSMUSG00000024043	-2.21883848426327	-4.7010874060868	-0.0644582681627907	0.328821941109928	TRUE	TRUE	1
CRLS1	A5PJS7	ENSG00000088766	ENST00000378863	ENSMUSG00000027357	1.62341189942717	1.85891906918145	0.02145219	-0.221496668809253	TRUE	TRUE	1
PPP1R13B	A0AAA9S5S4	ENSG00000088808	ENST00000202556	ENSMUSG00000021285	-3.52407171195702	-4.6908045099774	-0.440382755903226	-0.138523271105413	TRUE	TRUE	1
ATRN	A0AAA9TUV1	ENSG00000088812	ENST00000262919	ENSMUSG00000027312	2.03428373384289	0.362045273173736	0.30664110856	0.147472465988451	TRUE	TRUE	1
SMOX	E1B7M5	ENSG00000088826	ENST00000305958	ENSMUSG00000027333	0.224365368602191	2.12848972834203	-0.589190464528572	-0.50648035166981	TRUE	TRUE	1
FKBP1A	P18203	ENSG00000088832	ENST00000400137	ENSMUSG00000032966	10.8796055681864	5.48396509352425	1.15436849672368	2.02307500401536	TRUE	TRUE	1
NSFL1C	Q3SZC4	ENSG00000088833	ENST00000216879	ENSMUSG00000027455	3.6091681406084	0.269619083069361	0.772830293571429	0.911141464453867	TRUE	TRUE	1
MAVS	A0A3Q1MIH6	ENSG00000088888	ENST00000428216	ENSMUSG00000037523	-1.43886535273802	-2.60484135921595	0.267801902168831	0.59240005790322	TRUE	TRUE	1
XRN2	F1MKX7	ENSG00000088930	ENST00000377191	ENSMUSG00000032410	3.12036506818643	-1.77484088506535	0.512385426397436	0.423699571891301	TRUE	TRUE	1
DYNLL1	P61285	ENSG00000088986	ENST00000242577	ENSMUSG00000009013	1.98873521628182	4.71350539985974	1.95256407801282	1.62978563028431	TRUE	TRUE	1
TESC	F1MDB6	ENSG00000088992	ENST00000335209	ENSMUSG00000014077	4.15173552489501	4.82867524112406	0.4340829062	1.04429429851331	TRUE	TRUE	1
SNX5	Q3ZBM5	ENSG00000089006	ENST00000377759	ENSMUSG00000027423	0.865700886185541	-0.515237272525596	0.482331368282051	0.603868105939921	TRUE	TRUE	1
ESF1	A0AAA9TQ21	ENSG00000089048	ENST00000617257	ENSMUSG00000045624	-5.72267143806865	-3.81524243819646	0.312996526148649	0.650945755962498	TRUE	TRUE	1
ANAPC5	E1BK11	ENSG00000089053	ENST00000261819	ENSMUSG00000029472	7.92768826491314	6.75982525626024	-0.110464814282051	-0.626966986920857	TRUE	TRUE	1
SLC23A2	E1BP61	ENSG00000089057	ENST00000338244	ENSMUSG00000027340	0.654122563730521	-2.86557395427831	0.401556356421053	0.725781366031189	TRUE	TRUE	1
SLC8B1	A0ABI0NME6	ENSG00000089060	ENST00000680972	ENSMUSG00000032754	0.223978704292776	-0.0395844252307025	-0.261206022142857	-0.0954398130582213	TRUE	TRUE	1
TMEM230	Q5E975	ENSG00000089063	ENST00000202834	ENSMUSG00000027341	6.60558307251815	-1.19915688864195	0.621163397551282	0.812097074398043	TRUE	TRUE	1
KDM2B	A0ABI0P1M0	ENSG00000089094	ENST00000377071	ENSMUSG00000029475	-2.14990082370533	-1.91845817954527	-0.498985170369863	-0.180363984469312	TRUE	TRUE	1
TASP1	Q0VD17	ENSG00000089123	ENST00000337743	ENSMUSG00000039033	-1.22994650554634	-0.928880765984752	-0.753036460884058	-0.697947845138561	TRUE	TRUE	1
OAS1Y	F1MV66	ENSG00000089127	ENST00000202917	ENSMUSG00000052776	0.144279064347929	5.70034480616838	0.527836259034483	0.247819439748883	TRUE	TRUE	1
PXN	A0AAA9SQ71	ENSG00000089159	ENST00000637617	ENSMUSG00000029528	3.34339287295805	-1.06544956762036	0.459820953155844	0.44472704105172	TRUE	TRUE	1
SIRT4	A0A3Q1M4F8	ENSG00000089163	ENST00000202967	ENSMUSG00000029524	-5.40456024507854	-0.696828513350019	0.244280687392857	0.25587768866089	TRUE	TRUE	1
KIF16B	A0A3Q1LQE5	ENSG00000089177	ENST00000354981	ENSMUSG00000038844	-2.92495582812805	-0.107142136541716	-0.388513991646154	-0.449059406651039	TRUE	TRUE	1
TRMT6	Q2T9V5	ENSG00000089195	ENST00000203001	ENSMUSG00000037376	-1.01094297703012	0.484971384923547	0.391216652773333	0.254850740328233	TRUE	TRUE	1
BRAP	A6H716	ENSG00000089234	ENST00000419234	ENSMUSG00000029458	-3.7290562951491	-0.88081013898836	0.08181201844	0.0176576807399904	TRUE	TRUE	1
ERP29	P81623	ENSG00000089248	ENST00000261735	ENSMUSG00000029616	7.62501507679976	1.48587750203953	1.22981731992308	0.656054356179824	TRUE	TRUE	1
FUS	Q28009	ENSG00000089280	ENST00000254108	ENSMUSG00000030795	4.76504952428592	1.78306977767372	1.80332070434615	2.02367130619318	TRUE	TRUE	1
IGBP1	A7YY24	ENSG00000089289	ENST00000356413	ENSMUSG00000031221	1.1171556918231	5.1454610514987	0.197440175802632	0.399552804060231	TRUE	TRUE	1
GRAMD1A	A0AAA9TCJ7	ENSG00000089351	ENST00000317991	ENSMUSG00000001248	-1.59144407041979	-2.8996069097045	-0.350276139194805	-0.366359422610022	TRUE	TRUE	1
CDIP1	Q58D45	ENSG00000089486	ENST00000567695	ENSMUSG00000004071	1.54738319616462	-1.52474570487972	0.706587238152778	0.705907933532068	TRUE	TRUE	1
GMIP	A4FV18	ENSG00000089639	ENST00000203556	ENSMUSG00000039831	1.58050813528632	-3.00118238078116	-0.412361226657534	-0.617675629010861	TRUE	TRUE	1
RBM41	A0AAA9RWD3	ENSG00000089682	ENST00000685964	ENSMUSG00000031433	1.99254056343858	-3.75008849032311	0.299893725150685	0.353092782308164	TRUE	TRUE	1
BIRC5	Q6J1J1	ENSG00000089685	ENST00000350051	ENSMUSG00000017716	5.44235487202892	1.06586621750299	1.09023266469444	1.12403532836625	TRUE	TRUE	1
MLF2	F1MYV8	ENSG00000089693	ENST00000203630	ENSMUSG00000030120	6.6545335162889	4.80611223167456	0.92351172175641	0.860926799883858	TRUE	TRUE	1
OTUB2	F1MZJ2	ENSG00000089723	ENST00000203664	ENSMUSG00000021203	-6.10724186789885	-2.89688180354778	0.349393678738462	0.210597076437781	TRUE	TRUE	1
DDX24	A6H7B6	ENSG00000089737	ENST00000621632	ENSMUSG00000017999	1.34092294237332	-0.191153861681545	0.689562609653846	0.251953320274346	TRUE	TRUE	1
ZBTB25	E1BFH3	ENSG00000089775	ENST00000608382	ENSMUSG00000056459	-3.96625526537992	-7.44696711514605	-0.144441901069444	-0.139041059965577	TRUE	TRUE	1
NECAP1	Q3T093	ENSG00000089818	ENST00000339754	ENSMUSG00000030327	-3.04201598066833	-2.89196711620393	0.740565316868421	0.944276974251173	TRUE	TRUE	1
DHX32	A7MBI4	ENSG00000089876	ENST00000284690	ENSMUSG00000034931	-4.32332951421763	-2.3059648663553	-0.306347447328571	0.260301981355483	TRUE	TRUE	1
RCOR1	A0AAA9S8X1	ENSG00000089902	ENST00000262241	ENSMUSG00000037896	-5.62205294907382	-2.5752262415054	0.885707709802631	0.640349277097761	TRUE	TRUE	1
SLC9A1	Q28036	ENSG00000090020	ENST00000263980	ENSMUSG00000028854	-1.61403788967245	-0.729935386825264	0.349691670121622	0.265396968721564	TRUE	TRUE	1
SPTLC1	Q3MHG1	ENSG00000090054	ENST00000262554	ENSMUSG00000021468	4.1076899844591	0.210499365002732	0.958821555363636	0.620052642213514	TRUE	TRUE	1
PAPOLA	P25500	ENSG00000090060	ENST00000216277	ENSMUSG00000021111	6.10162163832994	1.57354922152983	-0.218319780089744	-0.197116516890884	TRUE	TRUE	1
CCNK	A0AAA9SMS2	ENSG00000090061	ENST00000389879	ENSMUSG00000021258	0.726747921289654	0.470839336664621	0.156017427743243	-0.0137370652885711	TRUE	TRUE	1
PCBP4	Q0VCU0	ENSG00000090097	ENST00000461554	ENSMUSG00000023495	5.96937930733282	1.29570181765115	-0.720941016453125	-0.435047344069756	TRUE	TRUE	1
YPEL	A0AAA9TLJ8	ENSG00000090238	ENST00000398841	ENSMUSG00000042675	3.30782735016362	3.39848800932888	0.64766065609589	0.711392901130382	TRUE	TRUE	1
MRPS33	P82926	ENSG00000090263	ENST00000324787	ENSMUSG00000029918	4.37752753158821	5.50534075241893	1.02684584536364	1.02307873475147	TRUE	TRUE	1
NDUFB2	Q02374	ENSG00000090266	ENST00000247866	ENSMUSG00000002416	12.1301965708263	5.69369921760927	1.68964223048718	1.78157030350577	TRUE	TRUE	1
NUDC	Q17QG2	ENSG00000090273	ENST00000321265	ENSMUSG00000028851	4.32970516651534	1.57219306009362	1.34063451455128	0.833361732383943	TRUE	TRUE	1
MAEA	Q3MHJ2	ENSG00000090316	ENST00000303400	ENSMUSG00000079562	0.252292391785443	-0.966864725571874	0.836861652179487	1.02984439623459	TRUE	TRUE	1
STRN4	A0A3Q1NM68	ENSG00000090372	ENST00000263280	ENSMUSG00000030374	0.418010453092721	0.965812074313845	-0.357542487289474	-0.226814680091679	TRUE	TRUE	1
MUL1	E1BGD5	ENSG00000090432	ENST00000264198	ENSMUSG00000029474	-6.92192491786176	-2.43743082289625	0.611559323153846	0.170104414611527	TRUE	TRUE	1
TFAP4	A6QLV4	ENSG00000090447	ENST00000204517	ENSMUSG00000005718	-6.39989517135885	-5.59976982627498	0.40693637045946	0.332278823435897	TRUE	TRUE	1
PDCD7	E1B9C4	ENSG00000090470	ENST00000204549	ENSMUSG00000041837	-6.65769719854731	-6.04354494864771	0.125878670506667	-0.199149593787894	TRUE	TRUE	1
SPG21	Q8MJJ1	ENSG00000090487	ENST00000204566	ENSMUSG00000032388	6.27159615468696	3.73089409787883	0.0483001331428571	0.295430412276898	TRUE	TRUE	1
DNAJB11	Q3ZBA6	ENSG00000090520	ENST00000265028	ENSMUSG00000031701	5.57214977076127	-0.778078736528455	0.852130026294872	1.22272748658321	TRUE	TRUE	1
RAB11FIP3	F1MMB2	ENSG00000090565	ENST00000262305	ENSMUSG00000037098	1.72822175355427	-1.95973860395867	-1.21835866439394	-0.538006745522299	TRUE	TRUE	1
GOLGA3	A0AAA9SFD3	ENSG00000090615	ENST00000450791	ENSMUSG00000029502	0.662744964369022	0.731084877844054	-0.445233302438356	-0.196257272746304	TRUE	TRUE	1
PABPC4	F6RN21	ENSG00000090621	ENST00000372858	ENSMUSG00000011257	3.9645923762071	2.60016632993662	-0.0639840786538461	-0.279429088236346	TRUE	TRUE	1
CERS4	Q5E9R6	ENSG00000090661	ENST00000251363	ENSMUSG00000008206	1.56964625259688	0.756148149405186	-0.0530161613731343	0.65551132921236	TRUE	TRUE	1
MCOLN1	G3MY82	ENSG00000090674	ENST00000264079	ENSMUSG00000004567	4.34321851825181	4.82642365579878	0.250685927648649	0.090433044482088	TRUE	TRUE	1
USP48	A0AAA9TUA9	ENSG00000090686	ENST00000308271	ENSMUSG00000043411	2.27084435845097	0.321812233513451	0.210972052346667	0.135834867972455	TRUE	TRUE	1
EFNB1	A1L570	ENSG00000090776	ENST00000204961	ENSMUSG00000031217	-4.0833903836747	-5.62530270205559	0.0625690002463768	0.48805802012308	TRUE	TRUE	1
PDPR	F1N4M3	ENSG00000090857	ENST00000288050	ENSMUSG00000033624	0.297162352281948	-0.582608370719004	0.259223282108108	0.396712057269727	TRUE	TRUE	1
AARS1	A0AAA9U2G4	ENSG00000090861	ENST00000261772	ENSMUSG00000031960	2.1105238587558	2.04203608808555	0.812372042166667	1.00904519734894	TRUE	TRUE	1
GLG1	A0A3Q1LJT3	ENSG00000090863	ENST00000422840	ENSMUSG00000003316	3.74250951654526	4.42964196100263	1.03325050646154	1.27695317941033	TRUE	TRUE	1
KIF4A	A0A3Q1LNN6	ENSG00000090889	ENST00000374403	ENSMUSG00000034311	5.51219205947167	-1.7608528573928	-0.0213216833939394	0.301129530165915	TRUE	TRUE	1
TNRC6A	G3N258	ENSG00000090905	ENST00000395799	ENSMUSG00000052707	-5.46239222488839	-5.32137816165668	-1.06832582601429	-1.13168337963416	TRUE	TRUE	1
PLEKHG2	F1MSU8	ENSG00000090924	ENST00000425673	ENSMUSG00000037552	-1.54527376345334	-2.44501363855177	-0.829993950507692	-0.577924343626783	TRUE	TRUE	1
DLL3	E1B9I8	ENSG00000090932	ENST00000356433	ENSMUSG00000014773	1.47767540360782	-5.74166970079992	0.616183418595238	0.0549730493740177	TRUE	TRUE	1
EXOC1	A0A3Q1NJP2	ENSG00000090989	ENST00000381295	ENSMUSG00000046314	0.454066807917968	-0.260348993491917	0.303657741418919	0.764701958740051	TRUE	TRUE	1
RBM27	E1BCT9	ENSG00000091009	ENST00000265271	ENSMUSG00000024491	-2.87642990555643	-4.34835759219771	0.0911069978307692	0.267760388485466	TRUE	TRUE	1
OSBPL8	A0A3Q1MI45	ENSG00000091039	ENST00000261183	ENSMUSG00000020189	1.75381528164844	-2.51171615623656	0.1894052728	0.240645140563312	TRUE	TRUE	1
DTX2	A0A3Q1MNG7	ENSG00000091073	ENST00000430490	ENSMUSG00000004947	-4.91986383536221	-3.71673122956633	-0.231231486756757	-0.10887832912442	TRUE	TRUE	1
PUS7	F1ML88	ENSG00000091127	ENST00000469408	ENSMUSG00000057541	-0.56733739881551	0.551375549000689	0.290052544346667	0.345950396267736	TRUE	TRUE	1
LAMB1	F1MNT4	ENSG00000091136	ENST00000222399	ENSMUSG00000002900	6.01158799979709	4.75612864702504	0.565381476646154	0.835673827124673	TRUE	TRUE	1
DLD	F1N206	ENSG00000091140	ENST00000205402	ENSMUSG00000020664	4.69257565131166	0.948772520378192	1.10314078232051	1.09290311751995	TRUE	TRUE	1
TXNL1	A0AAA9SQ31	ENSG00000091164	ENST00000217515	ENSMUSG00000024583	0.581354512274085	-0.495606013515692	1.08866987187013	1.20566946696589	TRUE	TRUE	1
CMTM6	F1N680	ENSG00000091317	ENST00000205636	ENSMUSG00000032434	3.17655361228291	-0.240538408956912	1.23959631575641	1.15096460567842	TRUE	TRUE	1
ITGA6	A0AAA9SAT9	ENSG00000091409	ENST00000684293	ENSMUSG00000027111	2.61258939243967	-0.443926472620382	0.50070683545946	0.660703839577113	TRUE	TRUE	1
MAP3K20	A0A3Q1LH95	ENSG00000091436	ENST00000375213	ENSMUSG00000004085	-2.74927520778411	-2.39970746321978	0.254953009453333	0.463263785398176	TRUE	TRUE	1
CDV3	E1BEM3	ENSG00000091527	ENST00000264993	ENSMUSG00000032803	-1.94872587407179	-1.76711669236751	1.05295239601282	0.617615874269439	TRUE	TRUE	1
ALKBH5	A0A452DJ48	ENSG00000091542	ENST00000399138	ENSMUSG00000042650	-1.49832780223387	-2.90734385138431	-0.41503112896	-0.00981594279370346	TRUE	TRUE	1
TMEM101	Q2KIB3	ENSG00000091947	ENST00000206380	ENSMUSG00000020921	1.37152461584648	1.80851765733035	0.669722220285714	0.780175098406797	TRUE	TRUE	1
PSME1	Q2KJE7	ENSG00000092010	ENST00000206451	ENSMUSG00000022216	11.839730985404	6.81943685841582	1.44415791379487	1.10282884931809	TRUE	TRUE	1
PPP2R3C	Q5E9G1	ENSG00000092020	ENST00000261475	ENSMUSG00000021022	1.86919006258904	1.15288063017096	-0.196083519702703	-0.00816994306351868	TRUE	TRUE	1
HAUS4	E1BKA4	ENSG00000092036	ENST00000541587	ENSMUSG00000022177	8.6865000759482	1.18315400741758	0.126687167013158	0.218710337094211	TRUE	TRUE	1
SLC7A8	F1MYX6	ENSG00000092068	ENST00000316902	ENSMUSG00000022180	3.85773372511436	-1.64054602023523	0.638516404528302	1.22327631179253	TRUE	TRUE	1
OSGEP	Q0VCI1	ENSG00000092094	ENST00000206542	ENSMUSG00000006289	3.67588018964204	5.79348196629212	0.176573714373333	0.438590626695489	TRUE	TRUE	1
SLC22A17	A0AAF6ZCW2	ENSG00000092096	ENST00000354772	ENSMUSG00000022199	7.1233828776212	3.10245400668494	0.257599193791667	0.0511439789873045	TRUE	TRUE	1
G2E3	F1N5U1	ENSG00000092140	ENST00000206595	ENSMUSG00000035293	-2.18021931620614	-6.00822922256558	0.174622837630137	0.119150875292414	TRUE	TRUE	1
HECTD1	E1BLD1	ENSG00000092148	ENST00000399332	ENSMUSG00000035247	-1.2901698439236	-1.35306059786107	-0.292733828081081	0.170038059809182	TRUE	TRUE	1
HNRPC	Q3SX47	ENSG00000092199	ENST00000553300	ENSMUSG00000060373	8.08758373267611	3.73061491277736	1.6098287238718	1.54377897317673	TRUE	TRUE	1
SUPT16H	E1BNP8	ENSG00000092201	ENST00000216297	ENSMUSG00000035726	2.97739865930636	1.3153664991524	0.826038897564103	0.996213319111352	TRUE	TRUE	1
TOX4	Q0P5K4	ENSG00000092203	ENST00000448790	ENSMUSG00000016831	1.79178897634025	-2.44494998450113	0.390687673333333	0.578606628284168	TRUE	TRUE	1
GEMIN2	A0AAA9TA05	ENSG00000092208	ENST00000308317	ENSMUSG00000060121	-1.55053383974545	-3.94857395089762	0.633841158434211	0.382232312259566	TRUE	TRUE	1
SEMA6A	E1BP81	ENSG00000092421	ENST00000343348	ENSMUSG00000019647	-3.9521695615138	-1.59875265151611	-0.164454464222222	-0.0288762650272119	TRUE	TRUE	1
TRPM7	F1MPF0	ENSG00000092439	ENST00000646667	ENSMUSG00000027365	-0.0438392575447512	0.575143550264679	-1.23144809694286	-1.0951426760417	TRUE	TRUE	1
TYRO3	A0A3Q1LRR9	ENSG00000092445	ENST00000263798	ENSMUSG00000027298	2.90467613633572	1.38535178456326	-0.932085031522388	-0.428265374137279	TRUE	TRUE	1
WDR76	E1BHI0	ENSG00000092470	ENST00000263795	ENSMUSG00000027242	-1.72486021368351	-4.50554514289207	0.117078644225352	0.353388817389142	TRUE	TRUE	1
